Calibration,Detector,Clock,Dataset,w,Seed,lambda_ref,lambda_eq,deviation_from_ref,ratio_to_ref,p_true_pre_drift,n_pre_drift_errors,pre_drift_label_n_distinct,span_len,verdict_B7,attained_fa
Cal. A,PHT + ARF,1,BWX->PFF,500,1,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,2,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,3,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,4,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,5,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,6,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,7,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,8,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,9,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,10,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,11,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,12,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,13,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,14,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,15,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,16,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,17,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,18,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,19,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,20,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,21,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,22,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,23,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,24,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,25,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,26,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,27,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,28,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,29,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->PFF,500,30,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,1,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,2,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,3,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,4,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,5,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,6,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,7,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,8,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,9,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,10,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,11,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,12,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,13,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,14,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,15,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,16,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,17,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,18,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,19,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,20,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,21,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,22,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,23,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,24,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,25,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,26,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,27,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,28,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,29,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->SPY,500,30,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,1,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,2,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,3,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,4,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,5,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,6,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,7,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,8,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,9,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,10,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,11,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,12,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,13,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,14,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,15,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,16,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,17,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,18,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,19,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,20,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,21,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,22,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,23,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,24,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,25,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,26,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,27,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,28,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,29,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,BWX->VNQ,100,30,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,1,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,2,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,3,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,4,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,5,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,6,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,7,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,8,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,9,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,10,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,11,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,12,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,13,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,14,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,15,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,16,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,17,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,18,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,19,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,20,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,21,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,22,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,23,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,24,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,25,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,26,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,27,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,28,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,29,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->BWX,500,30,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,1,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,2,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,3,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,4,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,5,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,6,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,7,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,8,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,9,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,10,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,11,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,12,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,13,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,14,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,15,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,16,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,17,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,18,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,19,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,20,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,21,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,22,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,23,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,24,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,25,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,26,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,27,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,28,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,29,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->SPY,500,30,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,1,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,2,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,3,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,4,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,5,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,6,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,7,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,8,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,9,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,10,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,11,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,12,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,13,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,14,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,15,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,16,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,17,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,18,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,19,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,20,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,21,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
Cal. A,PHT + ARF,1,PFF->VNQ,100,22,15.0,1.0000148713588715,-13.999985128641129,0.06666765809059143,0.0,0,1,4000,NOT BINDING,0
